type,subtype,date,site,location,city,region,accident_type
Injury & Riddor,C - RIDDOR Over 7 Days,06/08/2014 13:45,Wolverhampton CC - Grounds Maintenance,Outdoors (not highway or railway),Wolverhampton,West Midlands,A-Contact with moving machinery
Injury & Riddor,E - No Lost Time Personal Injury,04/02/2016 10:30,Wolverhampton CC - Grounds Maintenance,In depot / yard,Wolverhampton,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,17/09/2013 11:00,Wolverhampton CC - Grounds Maintenance,Outdoors (not highway or railway),Wolverhampton,West Midlands,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,26/05/2015 13:45,Wolverhampton CC - Grounds Maintenance,On highway,Wolverhampton,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,04/09/2013 08:10,Wolverhampton CC - Grounds Maintenance,General,Wolverhampton,West Midlands,A-Contact with moving machinery
Injury & Riddor,R - Non Work Related Incident,22/11/2013 10:45,Wolverhampton CC - Grounds Maintenance,General,Wolverhampton,West Midlands,C-Struck by a moving vehicle
Injury & Riddor,E - No Lost Time Personal Injury,04/01/2016 08:00,Wolverhampton CC - Grounds Maintenance,On highway,Wolverhampton,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,25/11/2013 10:45,Wolverhampton CC - Grounds Maintenance,General,Wolverhampton,West Midlands,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,07/01/2014 08:20,Wolverhampton CC - Grounds Maintenance,On highway,Wolverhampton,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,28/01/2015 10:30,Wolverhampton CC - Grounds Maintenance,Outdoors (not highway or railway),Wolverhampton,West Midlands,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,04/11/2015 11:45,Wolverhampton CC - Grounds Maintenance,Outdoors (not highway or railway),Wolverhampton,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,25/11/2013 00:00,Wolverhampton CC - Grounds Maintenance,Outdoors (not highway or railway),Wolverhampton,West Midlands,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,10/12/2014 08:30,Wolverhampton CC - Grounds Maintenance,Outdoors (not highway or railway),Wolverhampton,West Midlands,T - Litter / waste picking incident
Injury & Riddor,E - No Lost Time Personal Injury,27/02/2015 09:00,Wolverhampton CC - Grounds Maintenance,Outdoors (not highway or railway),Wolverhampton,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,17/09/2013 08:45,Wolverhampton CC - Grounds Maintenance,Outdoors (not highway or railway),Wolverhampton,West Midlands,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,25/08/2015 10:00,Wolverhampton CC - Waste,Member of public's property,Wolverhampton,West Midlands,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,07/01/2015 09:30,Wolverhampton CC - Waste,Member of public's property,Wolverhampton,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,18/12/2015 11:00,Wolverhampton CC - Waste,Member of public's property,Wolverhampton,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,24/11/2016 13:45,Wolverhampton CC - Waste,Member of public's property,Wolverhampton,West Midlands,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,18/09/2015 11:30,Wolverhampton CC - Waste,Member of public's property,Wolverhampton,West Midlands,P-Other
Injury & Riddor,R - Non Work Related Incident,20/05/2015 13:00,Wolverhampton CC - Waste,Member of public's property,Wolverhampton,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,08/03/2016 11:15,Wolverhampton CC - Waste,Member of public's property,Wolverhampton,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - Lost Time 4 to 7 Days,17/11/2016 11:00,Wolverhampton CC - Waste,Member of public's property,Wolverhampton,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,09/11/2015 10:30,Wolverhampton CC - Waste,Member of public's property,Wolverhampton,West Midlands,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,25/09/2015 11:00,Wolverhampton CC - Waste,Member of public's property,Wolverhampton,West Midlands,P-Other
Injury & Riddor,R - Non Work Related Incident,25/02/2016 14:00,Wolverhampton CC - Waste,Member of public's property,Wolverhampton,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,14/05/2015 14:35,Wolverhampton CC - Waste,Member of public's property,Wolverhampton,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,29/06/2015 10:30,Wolverhampton CC - Waste,Member of public's property,Wolverhampton,West Midlands,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,12/11/2015 10:20,Wolverhampton CC - Waste,Member of public's property,Wolverhampton,West Midlands,N-Injured by animal
Injury & Riddor,E - No Lost Time Personal Injury,24/09/2015 11:30,Wolverhampton CC - Waste,Outdoors (not highway or railway),Wolverhampton,West Midlands,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,18/04/2016 10:30,Wolverhampton CC - Waste,Member of public's property,Wolverhampton,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,R - Non Work Related Incident,07/10/2014 10:00,Wolverhampton CC - Waste,Member of public's property,Wolverhampton,West Midlands,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,23/07/2015 09:30,Wolverhampton CC - Waste,Member of public's property,Wolverhampton,West Midlands,G-Trapped by something collapsing or overturning
Injury & Riddor,D - Lost Time (3 days or less),24/06/2015 10:15,Wolverhampton CC - Waste,General,Wolverhampton,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,12/11/2015 13:40,Wolverhampton CC - Waste,Member of public's property,Wolverhampton,West Midlands,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,18/07/2014 11:00,Wolverhampton CC - Waste,Outdoors (not highway or railway),Wolverhampton,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,28/04/2015 13:30,Wolverhampton CC - Waste,In depot / yard,Wolverhampton,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,24/10/2013 08:00,Wolverhampton CC - Waste,In office / building,Wolverhampton,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,17/06/2016 11:28,Wolverhampton CC - Waste,General,Wolverhampton,West Midlands,C-Struck by a moving vehicle
Injury & Riddor,R - Non Work Related Incident,31/01/2016 13:25,Wolverhampton CC - Waste,In depot / yard,Wolverhampton,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,R - Non Work Related Incident,05/06/2014 11:25,Wolverhampton CC - Waste,In depot / yard,Wolverhampton,West Midlands,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,02/06/2015 10:15,Wolverhampton CC - Waste,On highway,Wolverhampton,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,R - Non Work Related Incident,10/10/2013 11:00,Wolverhampton CC - Waste,In depot / yard,Wolverhampton,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,R - Non Work Related Incident,24/04/2014 13:10,Wolverhampton CC - Waste,In depot / yard,Wolverhampton,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,07/05/2014 13:00,Wolverhampton CC - Waste,On highway,Wolverhampton,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - RIDDOR Over 7 Days,17/10/2016 08:30,Wolverhampton CC - Waste,On highway,Wolverhampton,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,R - Non Work Related Incident,30/08/2016 12:00,Wolverhampton CC - Waste,On highway,Wolverhampton,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,03/05/2016 11:40,Wolverhampton CC - Waste,Outdoors (not highway or railway),Wolverhampton,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,27/09/2013 11:41,Wolverhampton CC - Waste,General,Wolverhampton,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,R - Non Work Related Incident,02/11/2016 09:15,Wolverhampton CC - Waste,On highway,Wolverhampton,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,19/10/2015 08:30,Wolverhampton CC - Waste,On highway,Wolverhampton,West Midlands,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,19/09/2013 08:20,Wolverhampton CC - Waste,Outdoors (not highway or railway),Wolverhampton,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,07/12/2015 14:25,Wolverhampton CC - Waste,On highway,Wolverhampton,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,18/07/2014 13:50,Wolverhampton CC - Waste,On highway,Wolverhampton,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,20/01/2015 10:30,Wolverhampton CC - Waste,On highway,Wolverhampton,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,08/09/2016 10:50,Wolverhampton CC - Waste,On highway,Wolverhampton,West Midlands,N-Injured by animal
Injury & Riddor,E - No Lost Time Personal Injury,05/10/2016 14:10,Wolverhampton CC - Waste,On highway,Wolverhampton,West Midlands,"B-Struck by moving, flying or falling object"
Injury & Riddor,C - RIDDOR Over 7 Days,24/12/2013 07:10,Wolverhampton CC - Waste,Outdoors (not highway or railway),Wolverhampton,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,C - RIDDOR Over 7 Days,24/12/2013 07:10,Wolverhampton CC - Waste,Outdoors (not highway or railway),Wolverhampton,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,07/09/2016 09:20,Wolverhampton CC - Waste,On highway,Wolverhampton,West Midlands,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,29/07/2016 11:50,Wolverhampton CC - Waste,Outdoors (not highway or railway),Wolverhampton,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,28/05/2015 07:45,Wolverhampton CC - Waste,In depot / yard,Wolverhampton,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,31/05/2016 09:30,Wolverhampton CC - Waste,On highway,Wolverhampton,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,25/07/2014 13:30,Wolverhampton CC - Waste,In depot / yard,Wolverhampton,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,R - Non Work Related Incident,03/10/2016 07:00,Wolverhampton CC - Waste,In workshop / fabrication area,Wolverhampton,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,12/05/2016 09:50,Wolverhampton CC - Waste,On highway,Wolverhampton,West Midlands,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,11/06/2014 10:00,Wolverhampton CC - Waste,On highway,Wolverhampton,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,D - Lost Time (3 days or less),14/11/2014 07:30,Wolverhampton CC - Waste,Member of public's property,Wolverhampton,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,C - RIDDOR Over 7 Days,12/10/2016 11:40,Wolverhampton CC - Waste,On highway,Wolverhampton,West Midlands,C-Struck by a moving vehicle
Injury & Riddor,E - No Lost Time Personal Injury,01/05/2014 07:30,Wolverhampton CC - Waste,In depot / yard,Wolverhampton,West Midlands,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,22/11/2016 08:20,Wolverhampton CC - Waste,On highway,Wolverhampton,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,21/08/2015 07:05,Wolverhampton CC - Waste,In depot / yard,Wolverhampton,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,25/02/2016 07:45,Wolverhampton CC - Waste,In depot / yard,Wolverhampton,West Midlands,"B-Struck by moving, flying or falling object"
Injury & Riddor,R - Non Work Related Incident,07/08/2015 09:00,Wolverhampton CC - Waste,In depot / yard,Wolverhampton,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,23/06/2016 13:30,Wolverhampton CC - Waste,In depot / yard,Wolverhampton,West Midlands,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,08/07/2016 06:30,Wolverhampton CC - Waste,In depot / yard,Wolverhampton,West Midlands,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,26/05/2015 08:00,Wolverhampton CC - Waste,Member of public's property,Wolverhampton,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,R - Non Work Related Incident,18/09/2015 07:30,Wolverhampton CC - Waste,On highway,Wolverhampton,West Midlands,P-Other
Injury & Riddor,R - Non Work Related Incident,14/11/2013 15:25,Wolverhampton CC - Waste,In depot / yard,Wolverhampton,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,R - Non Work Related Incident,12/07/2015 11:55,Wolverhampton CC - Waste,In depot / yard,Wolverhampton,West Midlands,"E-Injured whilst handling, lifting or carrying"
